idx,o,d,hour,o_h3,d_h3,o_x,o_y,d_x,d_y,time
0,20,7,7,,,126.81564664060652,37.192644925411244,126.82702739384301,37.20725529162678,2024-10-24 07:00:02
1,36,1,7,,,126.82494194272353,37.1984209033913,126.815262787,37.19906947651475,2024-10-24 07:00:38
2,19,10,7,,,126.82809529260457,37.19539539557766,126.81751193271201,37.210107839239996,2024-10-24 07:00:47
3,9,66,7,,,126.81356785406783,37.2046292973897,126.83749228600743,37.20411197902645,2024-10-24 07:02:02
4,62,18,7,,,126.83744195322187,37.213254607075754,126.82302600403361,37.194729752625165,2024-10-24 07:02:07
5,33,56,7,,,126.8291527232081,37.200904545885024,126.83495429513918,37.205810263871534,2024-10-24 07:02:42
6,56,17,7,,,126.83485900239656,37.205132604381106,126.82555127590464,37.197469115630845,2024-10-24 07:03:09
7,33,56,7,,,126.82939866378017,37.20082414344599,126.83402306025393,37.20613887041371,2024-10-24 07:03:59
8,11,58,7,,,126.81378170780339,37.207348782083976,126.83429266342308,37.20803743052933,2024-10-24 07:04:44
9,54,33,7,,,126.83351343013699,37.211091223465786,126.82964104832995,37.20091209368425,2024-10-24 07:04:46
10,32,59,7,,,126.83155618029761,37.20177481696139,126.8325261154274,37.20734860659559,2024-10-24 07:04:50
11,27,37,7,,,126.82660152366667,37.19875636563891,126.82178195099765,37.1965620287481,2024-10-24 07:05:22
12,11,32,7,,,126.81401382269704,37.20797509207763,126.83108612665552,37.201275546456216,2024-10-24 07:06:36
13,33,56,7,,,126.83031283831424,37.199766959523416,126.83584672222268,37.20631497446311,2024-10-24 07:06:41
14,33,56,7,,,126.8297707005543,37.19978700821252,126.8341272677726,37.20624410431467,2024-10-24 07:06:43
15,9,63,7,,,126.81488689141645,37.20579530588482,126.83520129285778,37.210448307873996,2024-10-24 07:06:59
16,19,27,7,,,126.8284630787015,37.19577586589683,126.82684748316291,37.1998629577245,2024-10-24 07:07:15
17,42,70,7,,,126.83231709664362,37.19526588087561,126.83790991377755,37.21034738644186,2024-10-24 07:07:38
18,69,30,7,,,126.83692178616188,37.2072792990528,126.83193241429441,37.19855300660775,2024-10-24 07:07:49
19,39,34,7,,,126.82196926568213,37.201018330481816,126.82127165042844,37.20236514257495,2024-10-24 07:07:52
20,54,33,7,,,126.83227253296099,37.21063298301987,126.82913105919467,37.20028435218878,2024-10-24 07:08:30
