idx,o,d,hour,o_h3,d_h3,o_x,o_y,d_x,d_y,time
0,23,50,7,,,126.82079064655157,37.191991011210995,126.82210533570667,37.21072424912582,2024-10-24 07:00:02
1,37,51,7,,,126.82225765554884,37.1973401747564,126.81884118618989,37.21141158202592,2024-10-24 07:00:38
2,21,33,7,,,126.81780578468621,37.196703439663544,126.82981602897661,37.20143535976462,2024-10-24 07:00:47
3,63,67,7,,,126.83480064201935,37.21046053690985,126.83429681199274,37.203210798604694,2024-10-24 07:01:10
4,10,22,7,,,126.8164754988996,37.20852565281946,126.81601532755136,37.19546617721277,2024-10-24 07:02:02
5,51,37,7,,,126.81909338611241,37.21131861259564,126.82056551135871,37.1964643637458,2024-10-24 07:02:07
6,36,23,7,,,126.8237834836725,37.19874309536672,126.82085900056659,37.19196046662066,2024-10-24 07:02:42
7,70,50,7,,,126.83792545113273,37.21048811916094,126.82163193315822,37.211895348461,2024-10-24 07:03:06
8,50,37,7,,,126.82232964686074,37.210990198763334,126.8204064031255,37.198123079100405,2024-10-24 07:03:09
9,33,59,7,,,126.82939866378017,37.20082414344599,126.83156197811041,37.20787372871805,2024-10-24 07:03:59
10,15,31,7,,,126.8162424659162,37.2056146059631,126.828249805224,37.19742906156582,2024-10-24 07:04:44
11,49,17,7,,,126.8285910001662,37.21456050494858,126.8267323943988,37.19701595106149,2024-10-24 07:04:46
12,27,6,7,,,126.82618649726797,37.19961337097438,126.82447115050856,37.20410596186159,2024-10-24 07:04:50
13,23,68,7,,,126.82078541606215,37.19096442894621,126.84035205040645,37.201311269463076,2024-10-24 07:05:22
14,13,49,7,,,126.8162510929698,37.20342565111341,126.82683635933961,37.213191797711076,2024-10-24 07:06:36
15,31,22,7,,,126.83008878620699,37.19695146229767,126.81683082994005,37.19593419492484,2024-10-24 07:06:41
16,30,22,7,,,126.83223147200628,37.19805215411671,126.81511137548996,37.1958633247764,2024-10-24 07:06:43
17,10,4,7,,,126.81779453624823,37.20969166131458,126.82199945245132,37.2078589287372,2024-10-24 07:06:59
18,23,50,7,,,126.82041032471842,37.19253415918175,126.82259731459517,37.211778412664906,2024-10-24 07:07:15
19,41,47,7,,,126.83500201311352,37.19634644299893,126.82761661598121,37.21165499307745,2024-10-24 07:07:38
20,51,39,7,,,126.81902219636802,37.21097497290256,126.82164180177918,37.199860982907005,2024-10-24 07:07:49
21,38,66,7,,,126.82465368164348,37.20209913785528,126.83693330842448,37.2032188373879,2024-10-24 07:07:52
22,69,2,7,,,126.83722535042955,37.207166283943096,126.82283361850467,37.20635539088833,2024-10-24 07:08:14
