idx,o,d,hour,o_h3,d_h3,o_x,o_y,d_x,d_y,time
0,21,72,7,,,126.8185538926163,37.196540762011956,126.81136782868407,37.2063997375247,2024-10-24 07:00:02
1,37,18,7,,,126.82225765554884,37.1973401747564,126.82286776078423,37.196681185486234,2024-10-24 07:00:38
2,21,38,7,,,126.81780578468621,37.196703439663544,126.82467060387471,37.20208928934153,2024-10-24 07:00:47
3,59,31,7,,,126.83189084036555,37.2065638842984,126.82870263333042,37.198233859949205,2024-10-24 07:01:10
4,3,24,7,,,126.82430573299338,37.208953485116076,126.81825211729212,37.190916586131635,2024-10-24 07:02:02
5,53,18,7,,,126.82916115883437,37.207196121762664,126.82302600403361,37.194729752625165,2024-10-24 07:02:07
6,35,59,7,,,126.81886226470287,37.202212121424836,126.83249321299567,37.20754512217587,2024-10-24 07:02:42
7,64,54,7,,,126.84262327466695,37.20420206822026,126.83192444741047,37.210588309279665,2024-10-24 07:03:06
8,50,39,7,,,126.82232964686074,37.210990198763334,126.82063008877253,37.20093838045705,2024-10-24 07:03:09
9,32,39,7,,,126.83208361617243,37.201904865303405,126.82059876285997,37.20073485618857,2024-10-24 07:03:59
10,7,30,7,,,126.82675722885995,37.20712320494345,126.83093462878324,37.19850970469576,2024-10-24 07:04:44
11,50,37,7,,,126.82322091588473,37.21239826264712,126.82158752161966,37.19766991453105,2024-10-24 07:04:46
12,25,8,7,,,126.82059403546974,37.1946366549379,126.82469500481801,37.20692142259757,2024-10-24 07:04:50
13,23,19,7,,,126.82078541606215,37.19096442894621,126.82938739344911,37.19417325379409,2024-10-24 07:05:22
14,71,21,7,,,126.83940304072921,37.204302770718286,126.81758203264545,37.19549300258083,2024-10-24 07:05:32
15,6,63,7,,,126.82408059409072,37.20385309162426,126.83444435010425,37.21080347194318,2024-10-24 07:06:36
16,29,68,7,,,126.82785205091675,37.20150169422256,126.8407688385905,37.2028448995963,2024-10-24 07:06:41
17,26,70,7,,,126.8188095714067,37.19264891592606,126.83703727126363,37.21014071432046,2024-10-24 07:06:43
18,2,53,7,,,126.82271622251929,37.2062230277359,126.82960628110901,37.20547077596249,2024-10-24 07:06:59
19,21,48,7,,,126.81817357078315,37.19708390998271,126.8306527737648,37.21502177269684,2024-10-24 07:07:15
20,39,63,7,,,126.82225064510077,37.19938939278796,126.83544862979682,37.21208228735186,2024-10-24 07:07:38
21,54,37,7,,,126.8319994200449,37.210749058266195,126.82141811613215,37.19704568155036,2024-10-24 07:07:49
22,72,18,7,,,126.81193713659651,37.20726512683148,126.82437450166134,37.196505815480954,2024-10-24 07:07:50
23,38,51,7,,,126.82465368164348,37.20209913785528,126.8192581772906,37.20973028494976,2024-10-24 07:07:52
24,62,71,7,,,126.83767432774515,37.21279795227297,126.84095716875335,37.2054744186588,2024-10-24 07:08:14
25,50,37,7,,,126.82198001870873,37.211940022201205,126.82107753248438,37.19704217303558,2024-10-24 07:08:30
26,53,41,7,,,126.82899121636186,37.20624402041913,126.8341658682938,37.19809146932321,2024-10-24 07:08:37
27,51,21,7,,,126.81946073533256,37.209721050446234,126.81800458695446,37.19564848337619,2024-10-24 07:09:26
28,20,67,7,,,126.81485124801482,37.192466088829676,126.83390369819318,37.20192145704495,2024-10-24 07:09:26
29,21,63,7,,,126.81789977927174,37.19609070054822,126.83620231737964,37.212181429704046,2024-10-24 07:10:26
30,8,66,7,,,126.82403555101676,37.2066909555335,126.83824310505697,37.20344189721245,2024-10-24 07:11:06
31,51,39,7,,,126.82053374798902,37.21110040045633,126.82155267957323,37.20120034902284,2024-10-24 07:11:16
32,45,18,7,,,126.82472867633832,37.21305476490515,126.82432570961991,37.19655062436262,2024-10-24 07:12:14
33,27,50,7,,,126.82652676983571,37.19896547655165,126.82193646446163,37.21134427695485,2024-10-24 07:13:04
34,54,71,7,,,126.83305311725643,37.20934546744953,126.83925921624345,37.205243141322725,2024-10-24 07:13:32
35,42,49,7,,,126.83188475067828,37.19647952653208,126.82786922549205,37.213370113245865,2024-10-24 07:14:20
36,39,50,7,,,126.82089162693882,37.200674129442085,126.82190734197556,37.21176898959295,2024-10-24 07:14:22
37,37,47,7,,,126.82052565980787,37.19743537309925,126.82666301803093,37.21054515360426,2024-10-24 07:14:33
38,70,50,7,,,126.83757948925144,37.210090916378135,126.82197408043733,37.212317522430425,2024-10-24 07:15:24
39,64,51,7,,,126.84212109191093,37.20297524049636,126.81894783066738,37.21083542610163,2024-10-24 07:15:31
40,8,58,7,,,126.82437678940529,37.20768356093278,126.83580130032253,37.20836547520686,2024-10-24 07:15:53
41,35,35,7,,,126.81990700712666,37.20178090950681,126.81918165298721,37.20211270922445,2024-10-24 07:16:03
42,56,43,7,,,126.83504842899748,37.206143871856604,126.82294650337336,37.190394811090734,2024-10-24 07:16:38
43,37,51,7,,,126.82057624033185,37.19716265788863,126.82010174459786,37.21108687903949,2024-10-24 07:16:40
44,70,26,7,,,126.83834762008979,37.20877643242316,126.81893462588951,37.19374032588039,2024-10-24 07:16:56
45,27,50,7,,,126.82578031251678,37.20033403064291,126.82309130795724,37.21211655816464,2024-10-24 07:17:03
46,50,37,7,,,126.82225148920321,37.210589286742604,126.82187376840653,37.19746344440829,2024-10-24 07:17:23
47,54,28,7,,,126.83200746671129,37.210727270690555,126.83003419674695,37.20369581540929,2024-10-24 07:17:29
48,36,65,7,,,126.8243774174434,37.197912850744906,126.83425166183324,37.19948894152365,2024-10-24 07:17:48
49,39,50,7,,,126.82136810333789,37.19956206902035,126.82250118790185,37.2119118485687,2024-10-24 07:17:52
50,20,50,7,,,126.81552629684505,37.192941063865625,126.82210336705973,37.21166757952507,2024-10-24 07:17:56
51,50,37,7,,,126.82257251668227,37.210577028069885,126.82183360302355,37.19711497793452,2024-10-24 07:18:07
52,3,40,7,,,126.82575483735101,37.20907705363597,126.83051223453658,37.19297308698562,2024-10-24 07:18:58
53,50,26,7,,,126.82239818552335,37.21120280593334,126.81904046655636,37.193886726814625,2024-10-24 07:19:03
54,72,15,7,,,126.81154992980252,37.207581977190245,126.81763449145387,37.20689772703593,2024-10-24 07:19:18
55,50,37,7,,,126.82264525588383,37.21153141769501,126.8218975935962,37.19709398022198,2024-10-24 07:19:22
56,54,40,7,,,126.83348794072666,37.21034506795067,126.8322096840469,37.19305051181424,2024-10-24 07:21:17
57,50,60,7,,,126.82316222602392,37.21240059289206,126.83333469718559,37.21323451632462,2024-10-24 07:21:39
58,56,32,7,,,126.8355701917459,37.206346345612985,126.83276248813769,37.20091983051789,2024-10-24 07:22:00
59,51,39,7,,,126.82045394471969,37.21009439022636,126.82238684055389,37.19979541829908,2024-10-24 07:22:18
60,50,26,7,,,126.821610057676,37.21237898795582,126.81771027986217,37.194468491799945,2024-10-24 07:22:36
61,24,48,7,,,126.81823747021109,37.18975461719355,126.82944921501989,37.214920753935935,2024-10-24 07:23:04
62,59,6,7,,,126.83263995758048,37.20693709457336,126.8245042647016,37.2048953475538,2024-10-24 07:23:14
63,51,71,7,,,126.8188319014886,37.20986783346165,126.83913592990764,37.20590322773708,2024-10-24 07:23:53
64,42,20,7,,,126.8321431284668,37.196913356132946,126.81646727846352,37.19316844140632,2024-10-24 07:24:53
65,24,34,7,,,126.81816477884831,37.190588748841364,126.82115753255958,37.20229625514714,2024-10-24 07:25:29
66,50,37,7,,,126.82318498526377,37.21185514956572,126.82086264641627,37.19765463354306,2024-10-24 07:25:52
67,50,21,7,,,126.82309656067497,37.21224484724099,126.81920985441144,37.19578774027813,2024-10-24 07:26:06
68,51,37,7,,,126.82060152542462,37.21112628503135,126.8217557780051,37.19726164627642,2024-10-24 07:26:37
69,51,39,7,,,126.82002066426136,37.21060317468147,126.82134165785348,37.19940679999213,2024-10-24 07:26:53
70,50,50,7,,,126.82269149019453,37.210988482554335,126.82288130312554,37.21051160331145,2024-10-24 07:27:16
71,30,3,7,,,126.8311043190722,37.199735814499576,126.82462125472178,37.208770405393054,2024-10-24 07:27:22
72,50,37,7,,,126.82248819912763,37.21189493050357,126.82159060553556,37.19680728389714,2024-10-24 07:27:28
73,26,70,7,,,126.81881129592874,37.19346173991398,126.83878706362188,37.209886258393325,2024-10-24 07:28:03
74,50,39,7,,,126.82253071597111,37.212272787493276,126.82125238924895,37.200675596898805,2024-10-24 07:28:17
75,51,37,7,,,126.81977988702869,37.21023458786954,126.82067441544616,37.197255152179366,2024-10-24 07:28:19
76,51,37,7,,,126.82023425629231,37.21019834275554,126.82029981058061,37.198315727778336,2024-10-24 07:28:40
77,51,71,7,,,126.81885847721321,37.209923932193774,126.8401342517284,37.20402742310563,2024-10-24 07:28:46
78,55,50,7,,,126.83025771967205,37.210034091613075,126.82279399145972,37.21215792829718,2024-10-24 07:29:35
79,55,50,7,,,126.83003004295372,37.20846479040082,126.82261119888041,37.21180142850321,2024-10-24 07:29:43
80,50,37,7,,,126.82240222029164,37.21171293138179,126.82141392275413,37.197193994577844,2024-10-24 07:29:47
81,71,68,7,,,126.83999523859057,37.2053673988031,126.83940705585513,37.2012381241369,2024-10-24 07:30:45
82,50,60,7,,,126.8223086606473,37.21076719188629,126.83301399984379,37.2130714754508,2024-10-24 07:31:09
83,7,7,7,,,126.8282476638366,37.208104012359044,126.8274055135712,37.20778862493056,2024-10-24 07:31:21
